setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
2.20,3.33,-7.27,nan,-32.28,2.53
2.20,3.31,-7.29,nan,-37.66,2.44
2.20,3.29,-7.34,nan,-45.73,2.54
2.20,3.27,-7.36,nan,-37.66,2.49
2.20,3.26,-7.41,nan,-34.97,2.51
2.20,3.24,-7.43,nan,-43.04,2.47
2.20,3.22,-7.46,nan,-40.35,2.50
2.20,3.20,-7.46,nan,-34.97,2.50
2.20,3.18,-7.48,nan,-43.04,2.52
2.20,3.16,-7.51,nan,-43.04,2.47
2.20,3.14,-7.51,nan,-32.28,2.55
2.20,3.12,-7.53,nan,-37.66,2.64
2.20,3.10,-7.53,nan,-43.04,2.41
2.20,3.08,-7.55,nan,-43.04,2.38
2.20,3.06,-7.55,nan,-37.66,2.50
2.20,3.05,-7.55,nan,-40.35,2.50
2.20,3.03,-7.58,nan,-37.66,2.55
2.20,3.01,-7.58,nan,-40.35,2.48
2.20,2.99,-7.58,nan,-45.73,2.47
2.20,2.97,-7.60,nan,-40.35,2.73
2.20,2.95,-7.60,nan,-37.66,2.27
2.20,2.93,-7.60,nan,-43.04,2.54
2.20,2.91,-7.60,nan,-43.04,2.46
