setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.62
3.20, 3.20, 0.00, 0.00, 2.37
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.44
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 4.24
3.20, 3.20, 0.00, 0.00, 1.28
3.20, 3.20, 0.00, 0.00, 1.98
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.56
3.20, 3.20, 0.00, 0.00, 2.44
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.60
3.20, 3.20, 0.00, 0.00, 2.39
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, -13.45, 2.55
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.44
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.56
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 4.76
3.20, 3.20, 0.00, 0.00, 0.64
3.20, 3.20, 0.00, 0.00, 2.09
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.53
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.67
3.20, 3.20, 0.00, 0.00, 2.33
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.81, 3.20, 0.00, 0.00, 2.50
3.81, 3.21, 0.00, 1538.68, 2.53
3.81, 3.21, 0.00, 1406.87, 2.53
3.81, 3.23, 0.02, 928.05, 2.44
3.81, 3.24, 0.14, 589.11, 2.50
3.81, 3.26, 0.24, 387.36, 2.50
3.81, 3.27, 0.46, 247.48, 2.50
3.81, 3.29, 0.62, 164.09, 2.50
3.81, 3.31, 0.96, 121.05, 2.50
3.81, 3.33, 1.20, 96.84, 2.50
3.81, 3.35, 1.63, 64.56, 2.50
3.81, 3.37, 1.94, 51.11, 2.50
3.81, 3.39, 2.42, 51.11, 2.51
3.81, 3.41, 2.78, 40.35, 2.53
3.81, 3.43, 3.31, 29.59, 2.48
3.81, 3.45, 3.69, 37.66, 2.49
3.81, 3.46, 4.22, 40.35, 2.49
3.81, 3.48, 4.56, 24.21, 2.50
3.81, 3.50, 4.99, 29.59, 2.50
3.81, 3.52, 5.28, 37.66, 2.50
3.81, 3.54, 5.64, 26.90, 2.50
3.81, 3.56, 5.83, 29.59, 2.50
3.81, 3.58, 6.12, 34.97, 2.50
3.81, 3.60, 6.28, 26.90, 2.50
3.81, 3.62, 6.47, 24.21, 2.50
3.81, 3.64, 6.59, 37.66, 2.52
3.81, 3.66, 6.76, 29.59, 2.49
3.81, 3.68, 6.86, 21.52, 2.51
3.81, 3.70, 6.98, 29.59, 2.48
3.81, 3.72, 7.05, 34.97, 2.50
3.81, 3.73, 7.12, 21.52, 2.50
3.81, 3.75, 7.19, 26.90, 2.50
3.81, 3.77, 7.24, -83.39, 2.50
3.81, 3.79, 7.29, -694.02, 2.50
3.81, 3.81, 7.34, -1070.62, 2.50
3.81, 3.82, 7.34, -1172.84, 2.50
3.81, 3.82, 7.31, -1043.72, 2.54
3.81, 3.82, 7.24, -777.41, 2.47
3.81, 3.82, 7.07, -508.41, 2.51
3.81, 3.82, 6.91, -279.76, 2.56
3.81, 3.82, 6.59, -75.32, 2.42
3.81, 3.82, 6.33, 48.42, 2.50
3.81, 3.82, 5.90, 126.43, 2.50
3.81, 3.81, 5.59, 156.02, 2.54
3.81, 3.81, 5.06, 123.74, 2.46
3.81, 3.81, 4.70, 115.67, 2.50
3.81, 3.81, 4.10, 80.70, 2.50
3.81, 3.81, 3.72, 40.35, 2.52
3.81, 3.81, 3.14, -5.38, 2.47
3.81, 3.81, 2.78, -18.83, 2.51
3.81, 3.81, 2.30, -24.21, 2.50
3.81, 3.81, 1.99, -16.14, 2.50
3.81, 3.81, 1.63, -8.07, 2.51
3.81, 3.81, 1.41, -2.69, 2.53
3.81, 3.81, 1.15, -8.07, 2.51
3.81, 3.81, 1.01, 0.00, 2.46
3.81, 3.81, 0.82, 0.00, 2.48
3.81, 3.81, 0.72, 0.00, 2.52
3.81, 3.81, 0.60, 0.00, 2.48
3.81, 3.81, 0.55, 0.00, 2.50
3.81, 3.81, 0.46, -5.38, 2.50
3.81, 3.81, 0.41, 0.00, 2.50
3.81, 3.81, 0.34, 0.00, 2.50
3.81, 3.81, 0.31, 0.00, 2.51
3.81, 3.81, 0.24, 0.00, 2.50
3.81, 3.81, 0.22, 0.00, 2.51
3.81, 3.81, 0.19, -13.45, 2.50
3.81, 3.81, 0.17, -13.45, 2.52
3.81, 3.81, 0.12, 0.00, 2.48
3.81, 3.81, 0.12, 0.00, 2.49
3.81, 3.81, 0.10, 0.00, 2.50
3.81, 3.81, 0.07, 0.00, 2.50
3.81, 3.81, 0.07, 0.00, 2.51
3.81, 3.81, 0.05, 0.00, 2.49
3.81, 3.81, 0.05, 0.00, 2.51
3.81, 3.81, 0.05, 13.45, 2.49
3.81, 3.81, 0.02, 0.00, 2.50
3.81, 3.81, 0.02, 0.00, 2.50
3.81, 3.81, 0.02, 0.00, 2.51
3.81, 3.81, 0.02, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, -13.45, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.45
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 5.38, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.45
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.44
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, -13.45, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, -5.38, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, -13.45, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 8.07, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.76
3.81, 3.81, 0.00, 0.00, 2.24
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 10.76, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, -10.76, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, -10.76, 2.50
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.56
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.44
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.56
3.81, 3.81, 0.00, 0.00, 2.45
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 2.69, 2.47
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, -13.45, 2.48
3.81, 3.81, 0.00, 13.45, 2.53
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
