setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
2.66, 2.66, -1.65, nan, 0.00, 2.49
2.66, 2.66, -1.44, nan, 0.00, 2.53
2.66, 2.66, -1.15, nan, 0.00, 2.48
2.66, 2.66, -1.01, nan, 0.00, 2.48
2.66, 2.66, -0.82, nan, 0.00, 2.51
2.66, 2.66, -0.72, nan, 0.00, 2.53
2.66, 2.66, -0.60, nan, 13.45, 2.51
2.66, 2.66, -0.55, nan, 0.00, 2.49
2.66, 2.66, -0.46, nan, 0.00, 2.54
2.66, 2.66, -0.41, nan, 0.00, 2.44
2.66, 2.66, -0.34, nan, 0.00, 2.50
2.66, 2.66, -0.31, nan, 0.00, 2.50
2.66, 2.66, -0.24, nan, 0.00, 2.50
2.66, 2.66, -0.22, nan, 0.00, 2.50
2.66, 2.66, -0.17, nan, 0.00, 2.53
2.66, 2.66, -0.17, nan, 0.00, 2.48
2.66, 2.66, -0.12, nan, 0.00, 2.49
2.66, 2.66, -0.12, nan, 0.00, 2.50
2.66, 2.66, -0.10, nan, 0.00, 2.52
2.66, 2.66, -0.07, nan, 0.00, 2.49
2.66, 2.66, -0.07, nan, 0.00, 2.50
2.66, 2.66, -0.05, nan, 0.00, 2.49
2.66, 2.66, -0.05, nan, 0.00, 2.50
2.66, 2.66, -0.05, nan, 0.00, 2.50
2.66, 2.66, -0.02, nan, 0.00, 2.56
2.66, 2.66, -0.02, nan, 0.00, 2.45
2.66, 2.66, -0.02, nan, 0.00, 2.50
2.66, 2.66, -0.02, nan, 0.00, 2.49
2.66, 2.66, 0.00, nan, 0.00, 2.51
2.66, 2.66, 0.00, nan, 0.00, 2.51
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.47
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.53
2.66, 2.66, 0.00, nan, 0.00, 2.47
2.66, 2.66, 0.00, nan, 0.00, 2.51
2.66, 2.66, 0.00, nan, 0.00, 2.52
2.66, 2.66, 0.00, nan, 0.00, 2.48
2.66, 2.66, 0.00, nan, 0.00, 2.49
2.66, 2.66, 0.00, nan, 0.00, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.58
2.66, 2.66, 0.00, nan, -2.69, 2.41
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.56
2.66, 2.66, 0.00, nan, -2.69, 2.42
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.47
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.48
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.53
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.48
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.48
2.66, 2.66, 0.00, nan, -2.69, 2.55
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.43
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.47
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.47
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.56
2.66, 2.66, 0.00, nan, -2.69, 2.44
2.66, 2.66, 0.00, nan, -2.69, 2.55
2.66, 2.66, 0.00, nan, -2.69, 2.56
2.66, 2.66, 0.00, nan, -2.69, 2.41
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.47
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.61
2.66, 2.66, 0.00, nan, -2.69, 2.43
2.66, 2.66, 0.00, nan, -2.69, 2.48
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.47
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.54
2.66, 2.66, 0.00, nan, -2.69, 2.44
2.66, 2.66, 0.00, nan, -2.69, 2.55
2.66, 2.66, 0.00, nan, -2.69, 2.45
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.54
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.46
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, 0.00, 2.48
2.66, 2.66, 0.00, nan, 0.00, 2.54
2.66, 2.66, 0.00, nan, 0.00, 2.49
2.66, 2.66, 0.00, nan, 0.00, 2.49
2.66, 2.66, 0.00, nan, 0.00, 2.49
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.49
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.52
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.47
2.66, 2.66, 0.00, nan, 0.00, 2.54
2.66, 2.66, 0.00, nan, 0.00, 2.48
2.66, 2.66, 0.00, nan, 0.00, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.47
2.66, 2.66, 0.00, nan, 0.00, 2.52
2.66, 2.66, 0.00, nan, 0.00, 2.54
2.66, 2.66, 0.00, nan, 16.14, 2.50
2.66, 2.66, 0.00, nan, 0.00, 2.44
2.66, 2.66, 0.00, nan, -2.69, 2.45
2.66, 2.66, 0.00, nan, -2.69, 2.55
2.66, 2.66, 0.00, nan, -2.69, 2.54
2.66, 2.66, 0.00, nan, -2.69, 2.45
2.66, 2.66, 0.00, nan, -2.69, 2.54
2.66, 2.66, 0.00, nan, -2.69, 2.46
2.66, 2.66, 0.00, nan, -2.69, 2.52
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.49
2.66, 2.66, 0.00, nan, -2.69, 2.51
2.66, 2.66, 0.00, nan, -2.69, 2.54
2.66, 2.66, 0.00, nan, -2.69, 2.44
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.50
2.66, 2.66, 0.00, nan, -2.69, 2.55
2.66, 2.66, 0.00, nan, -2.69, 2.50
3.09, 2.66, 0.00, nan, -2.69, 2.46
3.09, 2.66, 0.00, nan, 1557.51, 2.52
3.09, 2.67, 0.00, nan, 1382.66, 2.52
3.09, 2.68, 0.05, nan, 909.22, 2.48
3.09, 2.70, 0.14, nan, 581.04, 2.51
3.09, 2.71, 0.24, nan, 371.22, 2.48
3.09, 2.73, 0.46, nan, 239.41, 2.51
3.09, 2.75, 0.65, nan, 172.16, 2.54
3.09, 2.77, 0.96, nan, 126.43, 2.45
3.09, 2.79, 1.22, nan, 86.08, 2.49
3.09, 2.81, 1.63, nan, 61.87, 2.49
3.09, 2.82, 1.94, nan, 59.18, 2.51
3.09, 2.84, 2.45, nan, 43.04, 2.50
3.09, 2.86, 2.78, nan, 29.59, 2.53
3.09, 2.88, 3.33, nan, 34.97, 2.47
3.09, 2.90, 3.72, nan, 37.66, 2.53
3.09, 2.92, 4.24, nan, 24.21, 2.50
3.09, 2.94, 4.58, nan, 26.90, 2.51
3.09, 2.96, 5.04, nan, 34.97, 2.48
3.09, 2.98, 5.32, nan, 26.90, 2.49
3.09, 3.00, 5.68, nan, 21.52, 2.51
3.09, 3.02, 5.90, nan, 32.28, 2.49
3.09, 3.04, 6.19, nan, 26.90, 2.50
3.09, 3.06, 6.35, nan, -325.49, 2.50
3.09, 3.07, 6.57, nan, -893.08, 2.51
3.09, 3.08, 6.67, nan, -1156.70, 2.49
3.09, 3.09, 6.79, nan, -1156.70, 2.51
3.09, 3.10, 6.81, nan, -930.74, 2.51
3.09, 3.10, 6.76, nan, -672.50, 2.50
3.09, 3.10, 6.69, nan, -408.88, 2.49
3.09, 3.10, 6.47, nan, -212.51, 2.50
3.09, 3.09, 6.28, nan, 2.69, 2.47
3.09, 3.09, 5.92, nan, 80.70, 2.50
3.09, 3.09, 5.64, nan, 121.05, 2.56
3.09, 3.09, 5.18, nan, 129.12, 2.44
3.09, 3.09, 4.84, nan, 94.15, 2.50
3.09, 3.09, 4.29, nan, 99.53, 2.49
3.09, 3.09, 3.93, nan, 32.28, 2.51
3.09, 3.09, 3.36, nan, 56.49, 2.54
3.09, 3.09, 3.00, nan, -5.38, 2.47
3.09, 3.09, 2.47, nan, -16.14, 2.51
3.09, 3.09, 2.16, nan, -21.52, 2.47
3.09, 3.09, 1.75, nan, -13.45, 2.49
3.09, 3.09, 1.53, nan, -8.07, 2.54
3.09, 3.09, 1.22, nan, 2.69, 2.51
3.09, 3.09, 1.08, nan, 0.00, 2.50
3.09, 3.09, 0.89, nan, 0.00, 2.48
3.09, 3.09, 0.77, nan, 0.00, 2.51
3.09, 3.09, 0.65, nan, 0.00, 2.50
3.09, 3.09, 0.58, nan, 0.00, 2.49
3.09, 3.09, 0.48, nan, 0.00, 2.51
3.09, 3.09, 0.43, nan, 0.00, 2.48
3.09, 3.09, 0.36, nan, 0.00, 2.50
3.09, 3.09, 0.31, nan, 0.00, 2.51
3.09, 3.09, 0.26, nan, 0.00, 2.55
3.09, 3.09, 0.24, nan, 0.00, 2.44
3.09, 3.09, 0.19, nan, 0.00, 2.51
3.09, 3.09, 0.17, nan, 0.00, 2.48
3.09, 3.09, 0.14, nan, 0.00, 2.49
3.09, 3.09, 0.12, nan, 0.00, 2.50
3.09, 3.09, 0.10, nan, 0.00, 2.50
3.09, 3.09, 0.10, nan, 0.00, 2.49
3.09, 3.09, 0.07, nan, 0.00, 2.51
3.09, 3.09, 0.05, nan, 0.00, 2.53
3.09, 3.09, 0.05, nan, 0.00, 2.46
3.09, 3.09, 0.05, nan, 0.00, 2.50
3.09, 3.09, 0.02, nan, 0.00, 2.53
3.09, 3.09, 0.02, nan, 0.00, 2.47
3.09, 3.09, 0.02, nan, 0.00, 2.52
3.09, 3.09, 0.02, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.55
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.54
3.09, 3.09, 0.00, nan, 0.00, 2.46
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.54
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.58
3.09, 3.09, 0.00, nan, -8.07, 2.39
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.54
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.55
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.53
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.53
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.46
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.55
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.46
3.09, 3.09, 0.00, nan, 0.00, 2.53
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.58
3.09, 3.09, 0.00, nan, -5.38, 2.42
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.60
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.42
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, -10.76, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.56
3.09, 3.09, 0.00, nan, 0.00, 2.43
3.09, 3.09, 0.00, nan, 0.00, 2.55
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, -13.45, 2.48
3.09, 3.09, 0.00, nan, -2.69, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.49
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, -13.45, 2.52
3.09, 3.09, 0.00, nan, 8.07, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 0.00, 2.51
3.09, 3.09, 0.00, nan, 0.00, 2.47
3.09, 3.09, 0.00, nan, 0.00, 2.57
3.09, 3.09, 0.00, nan, 0.00, 2.45
3.09, 3.09, 0.00, nan, 0.00, 2.48
3.09, 3.09, 0.00, nan, 10.76, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.55
3.09, 3.09, 0.00, nan, 0.00, 2.46
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 0.00, 2.46
3.09, 3.09, 0.00, nan, 0.00, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.52
3.09, 3.09, 0.00, nan, 13.45, 2.50
3.09, 3.09, 0.00, nan, 0.00, 2.53
3.75, 3.09, 0.00, nan, 0.00, 2.49
3.75, 3.09, 0.00, nan, 1522.54, 2.46
3.75, 3.10, 0.00, nan, 1379.97, 2.50
3.75, 3.11, 0.02, nan, 914.60, 2.50
3.75, 3.13, 0.14, nan, 583.73, 2.50
3.75, 3.14, 0.24, nan, 365.84, 2.49
3.75, 3.16, 0.46, nan, 244.79, 2.50
3.75, 3.18, 0.65, nan, 172.16, 2.49
3.75, 3.20, 0.98, nan, 123.74, 2.51
3.75, 3.22, 1.22, nan, 83.39, 2.50
3.75, 3.23, 1.65, nan, 64.56, 2.52
3.75, 3.25, 1.97, nan, 61.87, 2.46
3.75, 3.27, 2.45, nan, 45.73, 2.50
3.75, 3.29, 2.81, nan, 34.97, 2.52
3.75, 3.31, 3.36, nan, 34.97, 2.50
3.75, 3.33, 3.72, nan, 37.66, 2.50
3.75, 3.35, 4.24, nan, 24.21, 2.48
3.75, 3.37, 4.58, nan, 26.90, 2.51
3.75, 3.39, 5.04, nan, 34.97, 2.65
3.75, 3.41, 5.30, nan, 24.21, 2.35
3.75, 3.43, 5.64, nan, 26.90, 2.54
3.75, 3.45, 5.85, nan, 32.28, 2.48
3.75, 3.47, 6.14, nan, 26.90, 2.48
3.75, 3.48, 6.28, nan, 18.83, 2.50
3.75, 3.51, 6.50, nan, 29.59, 2.53
3.75, 3.52, 6.62, nan, 29.59, 2.46
3.75, 3.54, 6.76, nan, 18.83, 2.50
3.75, 3.56, 6.86, nan, 26.90, 2.53
3.75, 3.58, 6.98, nan, 32.28, 2.47
3.75, 3.60, 7.05, nan, 18.83, 2.50
3.75, 3.62, 7.12, nan, 26.90, 2.54
3.75, 3.64, 7.19, nan, 32.28, 2.46
3.75, 3.66, 7.24, nan, 24.21, 2.49
3.75, 3.68, 7.29, nan, 26.90, 2.52
3.75, 3.70, 7.34, nan, 34.97, 2.51
3.75, 3.72, 7.36, nan, -322.80, 2.50
3.75, 3.73, 7.41, nan, -850.04, 2.53
3.75, 3.75, 7.41, nan, -1162.08, 2.45
3.75, 3.75, 7.39, nan, -1154.01, 2.54
3.75, 3.76, 7.36, nan, -1000.68, 2.51
3.75, 3.76, 7.22, nan, -672.50, 2.47
3.75, 3.76, 7.07, nan, -422.33, 2.48
3.75, 3.76, 6.81, nan, -244.79, 2.50
3.75, 3.75, 6.59, nan, -51.11, 2.54
3.75, 3.75, 6.16, nan, 86.08, 2.48
3.75, 3.75, 5.88, nan, 139.88, 2.50
3.75, 3.75, 5.37, nan, 153.33, 2.48
3.75, 3.75, 5.01, nan, 131.81, 2.54
3.75, 3.75, 4.44, nan, 110.29, 2.49
3.75, 3.75, 4.03, nan, 67.25, 2.47
3.75, 3.75, 3.45, nan, 24.21, 2.52
3.75, 3.75, 3.07, nan, -32.28, 2.48
3.75, 3.75, 2.54, nan, -29.59, 2.50
3.75, 3.75, 2.23, nan, -18.83, 2.50
3.75, 3.75, 1.80, nan, -10.76, 2.50
3.75, 3.75, 1.56, nan, -8.07, 2.55
3.75, 3.75, 1.27, nan, -2.69, 2.50
3.75, 3.75, 1.10, nan, -2.69, 2.45
3.75, 3.75, 0.91, nan, -2.69, 2.54
3.75, 3.75, 0.79, nan, -2.69, 2.48
3.75, 3.75, 0.67, nan, -2.69, 2.52
3.75, 3.75, 0.60, nan, -2.69, 2.50
3.75, 3.75, 0.50, nan, -2.69, 2.50
3.75, 3.75, 0.43, nan, -2.69, 2.46
3.75, 3.75, 0.36, nan, -2.69, 2.53
3.75, 3.75, 0.34, nan, 0.00, 2.47
3.75, 3.75, 0.26, nan, 0.00, 2.52
3.75, 3.75, 0.24, nan, 0.00, 2.50
3.75, 3.75, 0.19, nan, 0.00, 2.50
3.75, 3.75, 0.17, nan, 0.00, 2.50
3.75, 3.75, 0.14, nan, 0.00, 2.49
3.75, 3.75, 0.12, nan, 0.00, 2.56
3.75, 3.75, 0.10, nan, 0.00, 2.47
3.75, 3.75, 0.10, nan, 0.00, 2.49
3.75, 3.75, 0.07, nan, 0.00, 2.52
3.75, 3.75, 0.07, nan, 0.00, 2.47
3.75, 3.75, 0.05, nan, 0.00, 2.50
3.75, 3.75, 0.05, nan, 0.00, 2.51
3.75, 3.75, 0.02, nan, 0.00, 2.50
3.75, 3.75, 0.02, nan, 0.00, 2.54
3.75, 3.75, 0.02, nan, 0.00, 2.45
3.75, 3.75, 0.02, nan, 0.00, 2.49
3.75, 3.75, 0.02, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.55
3.75, 3.75, 0.00, nan, 0.00, 2.45
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.56
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.44
3.75, 3.75, 0.00, nan, 0.00, 2.52
3.75, 3.75, 0.00, nan, 0.00, 2.48
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.52
3.75, 3.75, 0.00, nan, 0.00, 2.48
3.75, 3.75, 0.00, nan, 10.76, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 8.07, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.48
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.69
3.75, 3.75, 0.00, nan, 0.00, 2.32
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.48
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.45
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 8.07, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.52
3.75, 3.75, 0.00, nan, 0.00, 2.44
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.55
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.48
3.75, 3.75, 0.00, nan, 0.00, 2.51
