time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s] 
  0.634645,0.08897,-0.03528,-0.743,00747.82,nan,nan,nan
  0.635941,0.08897,-0.03221,-0.719,00874.25,nan,nan,nan
  0.637119,0.08897,-0.02915,-0.719,00820.45,nan,nan,nan
  0.638370,-0.06596,-0.02301,-0.647,00642.91,nan,nan,nan
  0.639624,-0.06596,-0.01841,-0.600,-0220.58,nan,nan,nan
  0.640907,-0.06596,-0.01381,-0.552,-0777.41,nan,nan,nan
  0.642119,-0.06596,-0.01074,-0.456,-0957.64,nan,nan,nan
  0.643374,0.01841,-0.00920,-0.408,-0898.46,nan,nan,nan
  0.644621,0.01841,-0.00767,-0.336,-0411.57,nan,nan,nan
  0.645887,0.01841,-0.00767,-0.288,-0104.91,nan,nan,nan
  0.647119,0.01841,-0.00767,-0.240,-0021.52,nan,nan,nan
  0.648370,0.05522,-0.00614,-0.144,-0018.83,nan,nan,nan
  0.649618,0.05522,-0.00767,-0.096,00034.97,nan,nan,nan
  0.650902,0.05522,-0.01074,-0.048,00231.34,nan,nan,nan
  0.652122,0.05522,-0.01074,00.000,00266.31,nan,nan,nan
  0.653369,-0.04602,-0.01074,00.024,00258.24,nan,nan,nan
  0.654616,-0.04602,-0.00920,00.048,-0164.09,nan,nan,nan
  0.655914,-0.04602,-0.00767,00.072,-0441.16,nan,nan,nan
  0.657449,-0.04602,-0.00767,00.144,-0438.47,nan,nan,nan
  0.658367,-0.03682,-0.00614,00.168,-0363.15,nan,nan,nan
  0.659624,-0.03682,-0.00153,00.216,-0250.17,nan,nan,nan
  0.660918,-0.03682,-0.00153,00.240,-0193.68,nan,nan,nan
  0.662116,-0.03682,0.00000,00.288,-0172.16,nan,nan,nan
  0.663374,0.07517,0.00000,00.384,-0196.37,nan,nan,nan
  0.664624,0.07517,0.00000,00.432,00217.89,nan,nan,nan
  0.665907,0.07517,0.00000,00.480,00484.20,nan,nan,nan
  0.667125,0.07517,-0.00153,00.552,00511.10,nan,nan,nan
  0.668370,0.02301,-0.00460,00.576,00454.61,nan,nan,nan
  0.669623,0.02301,-0.00614,00.600,00161.40,nan,nan,nan
  0.670952,0.02301,-0.00614,00.624,-0002.69,nan,nan,nan
  0.672122,0.02301,-0.00614,00.600,00005.38,nan,nan,nan
  0.673440,0.06289,-0.00614,00.600,00088.77,nan,nan,nan
  0.674627,0.06289,-0.00307,00.576,00368.53,nan,nan,nan
  0.675905,0.06289,-0.00153,00.576,00503.03,nan,nan,nan
  0.677128,0.06289,0.00460,00.528,00462.68,nan,nan,nan
  0.678374,0.08130,0.00767,00.528,00373.91,nan,nan,nan
  0.679622,0.08130,0.01227,00.528,00320.11,nan,nan,nan
  0.680877,0.08130,0.01381,00.504,00295.90,nan,nan,nan
  0.682118,0.08130,0.01687,00.528,00225.96,nan,nan,nan
  0.683375,-0.09511,0.01994,00.552,00088.77,nan,nan,nan
  0.684625,-0.09511,0.02301,00.552,-0782.79,nan,nan,nan
  0.685922,-0.09511,0.02301,00.576,-1331.55,nan,nan,nan
  0.687119,-0.09511,0.02454,00.600,-1439.15,nan,nan,nan
  0.688371,-0.04142,0.02301,00.647,-1275.06,nan,nan,nan
  0.689627,-0.04142,0.02148,00.671,-0804.31,nan,nan,nan
  0.690925,-0.04142,0.01994,00.671,-0508.41,nan,nan,nan
  0.692121,-0.04142,0.01687,00.695,-0306.66,nan,nan,nan
  0.693377,0.04755,0.01534,00.695,-0242.10,nan,nan,nan
  0.694618,0.04755,0.01227,00.695,00223.27,nan,nan,nan
  0.695892,0.04755,0.01074,00.671,00527.24,nan,nan,nan
  0.697120,0.04755,0.00614,00.647,00607.94,nan,nan,nan
  0.698372,-0.02301,0.00460,00.624,00564.90,nan,nan,nan
  0.699625,-0.02301,0.00307,00.600,00158.71,nan,nan,nan
  0.700911,-0.02301,0.00153,00.576,-0099.53,nan,nan,nan
  0.702121,-0.02301,0.00000,00.528,-0156.02,nan,nan,nan
  0.703371,-0.07517,0.00000,00.504,-0107.60,nan,nan,nan
  0.704625,-0.07517,0.00000,00.504,-0252.86,nan,nan,nan
  0.708060,-0.08437,0.00000,00.432,-0344.32,nan,nan,nan
  0.709374,-0.08437,0.00000,00.384,-0320.11,nan,nan,nan
  0.710625,-0.08437,-0.00153,00.360,-0303.97,nan,nan,nan
  0.711908,-0.08437,-0.00153,00.336,-0290.52,nan,nan,nan
  0.713116,0.00614,-0.00614,00.240,-0298.59,nan,nan,nan
  0.714886,0.00614,-0.00920,00.192,00091.46,nan,nan,nan
  0.715940,0.00614,-0.01074,00.144,00368.53,nan,nan,nan
  0.716947,0.00614,-0.01381,00.096,00443.85,nan,nan,nan
  0.718867,-0.06903,-0.01994,-0.024,00411.57,nan,nan,nan
  0.719894,-0.06903,-0.02301,-0.072,00220.58,nan,nan,nan
  0.720888,-0.06903,-0.02454,-0.144,-0123.74,nan,nan,nan
  0.721911,-0.06903,-0.02608,-0.216,-0228.65,nan,nan,nan
  0.723144,0.03988,-0.02761,-0.360,-0156.02,nan,nan,nan
  0.724782,0.03988,-0.02761,-0.432,00459.99,nan,nan,nan
  0.725903,0.03988,-0.02761,-0.480,00815.07,nan,nan,nan
  0.726930,0.03988,-0.02608,-0.528,00874.25,nan,nan,nan
  0.728113,-0.07977,-0.02608,-0.576,00798.93,nan,nan,nan
  0.729388,-0.07977,-0.02301,-0.647,00056.49,nan,nan,nan
  0.730613,-0.07977,-0.02148,-0.671,-0449.23,nan,nan,nan
  0.731862,-0.07977,-0.01994,-0.671,-0583.73,nan,nan,nan
  0.733114,-0.03988,-0.01994,-0.695,-0519.17,nan,nan,nan
  0.734436,-0.03988,-0.01994,-0.695,-0258.24,nan,nan,nan
  0.735664,-0.03988,-0.01994,-0.695,-0102.22,nan,nan,nan
  0.736919,-0.03988,-0.02148,-0.695,-0104.91,nan,nan,nan
  0.738113,0.02148,-0.02148,-0.695,-0118.36,nan,nan,nan
  0.739367,0.02148,-0.02454,-0.695,00161.40,nan,nan,nan
  0.740625,0.02148,-0.02761,-0.695,00395.43,nan,nan,nan
  0.741920,0.02148,-0.02915,-0.695,00408.88,nan,nan,nan
  0.743123,-0.09357,-0.03068,-0.719,00365.84,nan,nan,nan
  0.744367,-0.09357,-0.03068,-0.719,00112.98,nan,nan,nan
  0.745623,-0.09357,-0.03068,-0.719,-0516.48,nan,nan,nan
  0.746910,-0.09357,-0.03068,-0.719,-0562.21,nan,nan,nan
  0.748114,-0.03375,-0.03068,-0.719,-0494.96,nan,nan,nan
  0.749385,-0.03375,-0.03068,-0.719,-0096.84,nan,nan,nan
  0.750637,-0.03375,-0.02915,-0.695,00199.06,nan,nan,nan
  0.751914,-0.03375,-0.02761,-0.695,00209.82,nan,nan,nan
  0.753116,-0.09204,-0.02761,-0.647,00172.16,nan,nan,nan
  0.754387,-0.09204,-0.02761,-0.624,00016.14,nan,nan,nan
  0.755642,-0.09204,-0.02761,-0.576,-0368.53,nan,nan,nan
